CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas,Status
318035,REG_ANS_318035,2,2025,501542056,62,OK
305626,REG_ANS_305626,3,2025,218224337,74,OK
422371,REG_ANS_422371,1,2025,205584762,00,OK
422371,REG_ANS_422371,2,2025,264228313,96,OK
318035,REG_ANS_318035,3,2025,443465794,10,OK
422371,REG_ANS_422371,3,2025,480230534,54,OK
416495,REG_ANS_416495,2,2025,395837446,96,OK
397245,REG_ANS_397245,3,2025,20262756,60,OK
416495,REG_ANS_416495,3,2025,421359323,54,OK
397245,REG_ANS_397245,1,2025,23918082,56,OK
397245,REG_ANS_397245,2,2025,26693871,38,OK
324493,REG_ANS_324493,3,2025,1325189751,30,OK
324493,REG_ANS_324493,2,2025,1233498437,38,OK
324493,REG_ANS_324493,1,2025,1158324751,46,OK
416495,REG_ANS_416495,1,2025,402177774,12,OK
345741,REG_ANS_345741,2,2025,546449350,62,OK
345741,REG_ANS_345741,1,2025,532709061,06,OK
345741,REG_ANS_345741,3,2025,534199684,78,OK
417220,REG_ANS_417220,2,2025,29728227,18,OK
417220,REG_ANS_417220,1,2025,31359646,56,OK
417220,REG_ANS_417220,3,2025,29974488,74,OK
320897,REG_ANS_320897,3,2025,634470870,76,OK
320897,REG_ANS_320897,2,2025,634414798,94,OK
419486,REG_ANS_419486,3,2025,368760590,66,OK
320897,REG_ANS_320897,1,2025,621126817,18,OK
419486,REG_ANS_419486,2,2025,338935298,42,OK
419486,REG_ANS_419486,1,2025,355204845,90,OK
416428,REG_ANS_416428,1,2025,6953359579,66,OK
416428,REG_ANS_416428,3,2025,8597277433,14,OK
416428,REG_ANS_416428,2,2025,7763752111,38,OK
371777,REG_ANS_371777,2,2025,1046268035,40,OK
371777,REG_ANS_371777,1,2025,1038022046,74,OK
371777,REG_ANS_371777,3,2025,1372018134,18,OK
395480,REG_ANS_395480,3,2025,518505937,68,OK
414905,REG_ANS_414905,1,2025,117814166,18,OK
395480,REG_ANS_395480,2,2025,661034226,88,OK
395480,REG_ANS_395480,1,2025,508879905,40,OK
336017,REG_ANS_336017,3,2025,46884010,10,OK
336017,REG_ANS_336017,1,2025,55426666,98,OK
343722,REG_ANS_343722,2,2025,147031435,50,OK
336017,REG_ANS_336017,2,2025,52945501,74,OK
343722,REG_ANS_343722,3,2025,118871573,16,OK
414905,REG_ANS_414905,2,2025,425469192,50,OK
343722,REG_ANS_343722,1,2025,135370582,84,OK
414905,REG_ANS_414905,3,2025,555965666,74,OK
416789,REG_ANS_416789,1,2025,134532483,22,OK
413330,REG_ANS_413330,1,2025,208758131,44,OK
314366,REG_ANS_314366,2,2025,46123989,60,OK
416789,REG_ANS_416789,3,2025,125220952,36,OK
413330,REG_ANS_413330,2,2025,204485839,98,OK
416789,REG_ANS_416789,2,2025,123712244,74,OK
314366,REG_ANS_314366,3,2025,53723845,64,OK
413330,REG_ANS_413330,3,2025,206678301,72,OK
314366,REG_ANS_314366,1,2025,43928314,10,OK
368920,REG_ANS_368920,2,2025,624352153,94,OK
368920,REG_ANS_368920,1,2025,479704057,26,OK
422304,REG_ANS_422304,1,2025,49130429,64,OK
368920,REG_ANS_368920,3,2025,569723310,04,OK
422304,REG_ANS_422304,2,2025,58099083,74,OK
422304,REG_ANS_422304,3,2025,63202887,70,OK
333662,REG_ANS_333662,1,2025,1494905631,90,OK
421740,REG_ANS_421740,3,2025,300251281,20,OK
421740,REG_ANS_421740,2,2025,168497006,96,OK
333662,REG_ANS_333662,2,2025,1540538785,88,OK
350249,REG_ANS_350249,3,2025,2264578872,00,OK
324299,REG_ANS_324299,3,2025,299596091,68,OK
421740,REG_ANS_421740,1,2025,142761971,82,OK
324299,REG_ANS_324299,2,2025,193391690,52,OK
350249,REG_ANS_350249,2,2025,2021673957,66,OK
333662,REG_ANS_333662,3,2025,1548435363,90,OK
324299,REG_ANS_324299,1,2025,201102591,36,OK
350249,REG_ANS_350249,1,2025,9488074670,26,OK
366064,REG_ANS_366064,1,2025,484167499,42,OK
344788,REG_ANS_344788,3,2025,118739652,72,OK
357511,REG_ANS_357511,3,2025,6599180509,70,OK
357511,REG_ANS_357511,1,2025,6035347174,12,OK
366064,REG_ANS_366064,3,2025,517054948,76,OK
357511,REG_ANS_357511,2,2025,5969656142,96,OK
366064,REG_ANS_366064,2,2025,467073898,84,OK
423505,REG_ANS_423505,1,2025,107654431,42,OK
344788,REG_ANS_344788,1,2025,106943233,24,OK
423505,REG_ANS_423505,3,2025,104524142,12,OK
423505,REG_ANS_423505,2,2025,122538733,14,OK
344788,REG_ANS_344788,2,2025,153803718,48,OK
410292,REG_ANS_410292,1,2025,1453009383,26,OK
410292,REG_ANS_410292,2,2025,1643796312,90,OK
424544,REG_ANS_424544,2,2025,20083188,20,OK
424544,REG_ANS_424544,3,2025,1744789,68,OK
410292,REG_ANS_410292,3,2025,1670058991,14,OK
342556,REG_ANS_342556,1,2025,2199195952,44,OK
305928,REG_ANS_305928,2,2025,60437412,96,OK
342556,REG_ANS_342556,2,2025,2626019565,26,OK
342556,REG_ANS_342556,3,2025,2458442431,26,OK
305928,REG_ANS_305928,3,2025,60740648,78,OK
305928,REG_ANS_305928,1,2025,50543978,02,OK
303976,REG_ANS_303976,2,2025,8991027040,14,OK
303976,REG_ANS_303976,1,2025,8725679048,08,OK
303976,REG_ANS_303976,3,2025,8633624658,48,OK
304701,REG_ANS_304701,2,2025,20233614994,18,OK
304701,REG_ANS_304701,3,2025,20956126239,96,OK
304701,REG_ANS_304701,1,2025,19755719609,00,OK
413551,REG_ANS_413551,3,2025,15036843,72,OK
413551,REG_ANS_413551,2,2025,9136394,02,OK
423912,REG_ANS_423912,1,2025,4297313,08,OK
423912,REG_ANS_423912,2,2025,9557710,00,OK
423912,REG_ANS_423912,3,2025,10605198,16,OK
311375,REG_ANS_311375,3,2025,1696431036,52,OK
311375,REG_ANS_311375,2,2025,1568273153,32,OK
311375,REG_ANS_311375,1,2025,1458451505,60,OK
406554,REG_ANS_406554,2,2025,5543025952,18,OK
406554,REG_ANS_406554,1,2025,3496761741,06,OK
314251,REG_ANS_314251,3,2025,420425351,94,OK
406554,REG_ANS_406554,3,2025,2302329532,98,OK
314251,REG_ANS_314251,1,2025,392593264,12,OK
314251,REG_ANS_314251,2,2025,405202047,36,OK
303178,REG_ANS_303178,1,2025,626937332,72,OK
424188,REG_ANS_424188,3,2025,24999494183,24,OK
424188,REG_ANS_424188,2,2025,15569800923,24,OK
303178,REG_ANS_303178,2,2025,625760082,48,OK
303178,REG_ANS_303178,3,2025,633176172,20,OK
315265,REG_ANS_315265,1,2025,495220914,34,OK
334561,REG_ANS_334561,1,2025,4697131933,92,OK
315265,REG_ANS_315265,2,2025,473690079,84,OK
334561,REG_ANS_334561,2,2025,4659880319,34,OK
315265,REG_ANS_315265,3,2025,538613042,94,OK
315567,REG_ANS_315567,1,2025,945241258,94,OK
334561,REG_ANS_334561,3,2025,4832733557,88,OK
419974,REG_ANS_419974,3,2025,64702864,94,OK
419974,REG_ANS_419974,2,2025,61041613,70,OK
315567,REG_ANS_315567,3,2025,962083832,46,OK
419974,REG_ANS_419974,1,2025,62223612,86,OK
315567,REG_ANS_315567,2,2025,933166832,00,OK
309524,REG_ANS_309524,1,2025,220508565,84,OK
348295,REG_ANS_348295,3,2025,7900538640,14,OK
348295,REG_ANS_348295,2,2025,7510866830,56,OK
348295,REG_ANS_348295,1,2025,6785147737,84,OK
330892,REG_ANS_330892,2,2025,383143631,82,OK
330892,REG_ANS_330892,3,2025,189190482,22,OK
330892,REG_ANS_330892,1,2025,188625063,78,OK
356123,REG_ANS_356123,3,2025,1440772802,64,OK
360244,REG_ANS_360244,3,2025,1971783776,28,OK
360244,REG_ANS_360244,2,2025,1734995654,58,OK
356123,REG_ANS_356123,1,2025,1564998094,84,OK
360244,REG_ANS_360244,1,2025,1918672030,60,OK
309524,REG_ANS_309524,3,2025,260226017,02,OK
309524,REG_ANS_309524,2,2025,233562661,94,OK
356123,REG_ANS_356123,2,2025,1265054976,38,OK
343889,REG_ANS_343889,2,2025,42908053805,56,OK
343889,REG_ANS_343889,3,2025,47628519652,38,OK
309028,REG_ANS_309028,1,2025,779356853,54,OK
370711,REG_ANS_370711,1,2025,48650570,26,OK
418374,REG_ANS_418374,2,2025,712033881,60,OK
343889,REG_ANS_343889,1,2025,41473243421,62,OK
309028,REG_ANS_309028,2,2025,751641017,30,OK
418374,REG_ANS_418374,3,2025,773066143,42,OK
309028,REG_ANS_309028,3,2025,723971295,06,OK
418374,REG_ANS_418374,1,2025,835998652,48,OK
370711,REG_ANS_370711,3,2025,43660447,68,OK
370711,REG_ANS_370711,2,2025,39610059,74,OK
364312,REG_ANS_364312,2,2025,2384292160,36,OK
364312,REG_ANS_364312,3,2025,2377114942,70,OK
337188,REG_ANS_337188,1,2025,3124482737,66,OK
407011,REG_ANS_407011,1,2025,1508290484,44,OK
337188,REG_ANS_337188,2,2025,2536067899,26,OK
337188,REG_ANS_337188,3,2025,2431798452,10,OK
407011,REG_ANS_407011,3,2025,3438500056,78,OK
407011,REG_ANS_407011,2,2025,3468687582,02,OK
421758,REG_ANS_421758,2,2025,439296,72,OK
421561,REG_ANS_421561,2,2025,14242010,60,OK
421758,REG_ANS_421758,3,2025,1589740,36,OK
421561,REG_ANS_421561,3,2025,11960794,08,OK
421561,REG_ANS_421561,1,2025,15894036,64,OK
421758,REG_ANS_421758,1,2025,322250,86,OK
358436,REG_ANS_358436,1,2025,184127364,98,OK
323080,REG_ANS_323080,2,2025,30200706160,52,OK
358436,REG_ANS_358436,2,2025,186170903,78,OK
323080,REG_ANS_323080,1,2025,31355349173,12,OK
358436,REG_ANS_358436,3,2025,194663846,44,OK
364312,REG_ANS_364312,1,2025,2268216486,04,OK
423017,REG_ANS_423017,1,2025,3360,00,OK
423017,REG_ANS_423017,2,2025,72000,00,OK
423513,REG_ANS_423513,3,2025,10503839,96,OK
413372,REG_ANS_413372,1,2025,1415460353,26,OK
423513,REG_ANS_423513,2,2025,8489085,16,OK
423513,REG_ANS_423513,1,2025,8338362,74,OK
413372,REG_ANS_413372,2,2025,799285860,78,OK
413372,REG_ANS_413372,3,2025,691766709,22,OK
344141,REG_ANS_344141,1,2025,58311676,18,OK
366340,REG_ANS_366340,1,2025,504182176,44,OK
423921,REG_ANS_423921,3,2025,18016615,24,OK
366340,REG_ANS_366340,2,2025,547640484,26,OK
423921,REG_ANS_423921,2,2025,26518,88,OK
328294,REG_ANS_328294,3,2025,992022540,24,OK
344141,REG_ANS_344141,3,2025,67086005,48,OK
366340,REG_ANS_366340,3,2025,522421867,98,OK
344141,REG_ANS_344141,2,2025,54720792,28,OK
302147,REG_ANS_302147,3,2025,96210798734,50,OK
302147,REG_ANS_302147,2,2025,40383448439,00,OK
302147,REG_ANS_302147,1,2025,40999885891,48,OK
385255,REG_ANS_385255,3,2025,1111524081,32,OK
385255,REG_ANS_385255,2,2025,1041560177,22,OK
385255,REG_ANS_385255,1,2025,1068122097,18,OK
344729,REG_ANS_344729,3,2025,1210231672,58,OK
344729,REG_ANS_344729,2,2025,1170268437,62,OK
344729,REG_ANS_344729,1,2025,1090959655,18,OK
306045,REG_ANS_306045,3,2025,484601198,28,OK
306045,REG_ANS_306045,1,2025,454130166,58,OK
306045,REG_ANS_306045,2,2025,411722273,68,OK
335100,REG_ANS_335100,1,2025,8608442336,66,OK
417599,REG_ANS_417599,1,2025,847430463,72,OK
335100,REG_ANS_335100,2,2025,9039222743,12,OK
343064,REG_ANS_343064,1,2025,441594451,20,OK
343064,REG_ANS_343064,2,2025,435450998,18,OK
343064,REG_ANS_343064,3,2025,448444018,60,OK
335100,REG_ANS_335100,3,2025,8869406258,18,OK
417599,REG_ANS_417599,3,2025,911320750,94,OK
417599,REG_ANS_417599,2,2025,775540476,16,OK
417751,REG_ANS_417751,3,2025,23789733,30,OK
417751,REG_ANS_417751,2,2025,23168778,10,OK
417751,REG_ANS_417751,1,2025,22343324,40,OK
409791,REG_ANS_409791,1,2025,54953483,44,OK
409791,REG_ANS_409791,2,2025,64918328,62,OK
409791,REG_ANS_409791,3,2025,67843361,90,OK
365645,REG_ANS_365645,1,2025,114595378,34,OK
365645,REG_ANS_365645,3,2025,59320556,22,OK
351776,REG_ANS_351776,3,2025,224494352,80,OK
351776,REG_ANS_351776,2,2025,256754260,36,OK
422959,REG_ANS_422959,1,2025,31294434,34,OK
351776,REG_ANS_351776,1,2025,261162192,46,OK
422959,REG_ANS_422959,3,2025,31656809,74,OK
422959,REG_ANS_422959,2,2025,33668276,12,OK
301728,REG_ANS_301728,1,2025,520867807,98,OK
301728,REG_ANS_301728,3,2025,577071854,16,OK
301728,REG_ANS_301728,2,2025,491290068,24,OK
351270,REG_ANS_351270,3,2025,222285975,52,OK
351270,REG_ANS_351270,2,2025,219364982,36,OK
421359,REG_ANS_421359,3,2025,106843479,08,OK
351270,REG_ANS_351270,1,2025,214398823,68,OK
414581,REG_ANS_414581,1,2025,1146226097,38,OK
421359,REG_ANS_421359,1,2025,113470614,68,OK
414581,REG_ANS_414581,3,2025,1231810759,00,OK
414581,REG_ANS_414581,2,2025,1220665248,40,OK
421359,REG_ANS_421359,2,2025,117364797,40,OK
353663,REG_ANS_353663,2,2025,2627851994,16,OK
353663,REG_ANS_353663,1,2025,2898987286,66,OK
353663,REG_ANS_353663,3,2025,2662193203,18,OK
304131,REG_ANS_304131,1,2025,633961308,72,OK
304131,REG_ANS_304131,2,2025,547553473,08,OK
328294,REG_ANS_328294,1,2025,1092952936,70,OK
304131,REG_ANS_304131,3,2025,710460754,92,OK
328294,REG_ANS_328294,2,2025,1044901122,94,OK
360414,REG_ANS_360414,2,2025,383894900,48,OK
360414,REG_ANS_360414,1,2025,357466904,40,OK
360414,REG_ANS_360414,3,2025,413669194,44,OK
352586,REG_ANS_352586,1,2025,546428961,40,OK
423181,REG_ANS_423181,2,2025,9216997,70,OK
423181,REG_ANS_423181,3,2025,5736566,62,OK
423181,REG_ANS_423181,1,2025,11808007,42,OK
316997,REG_ANS_316997,1,2025,60710809,66,OK
316997,REG_ANS_316997,3,2025,57511507,66,OK
316997,REG_ANS_316997,2,2025,55925075,00,OK
330566,REG_ANS_330566,2,2025,988629852,24,OK
330566,REG_ANS_330566,3,2025,1058440291,26,OK
423475,REG_ANS_423475,1,2025,735469726,34,OK
352586,REG_ANS_352586,3,2025,535517970,90,OK
330566,REG_ANS_330566,1,2025,1043254839,98,OK
352586,REG_ANS_352586,2,2025,577855271,62,OK
370070,REG_ANS_370070,2,2025,3377274790,12,OK
370070,REG_ANS_370070,3,2025,4976462690,60,OK
370070,REG_ANS_370070,1,2025,4159640524,20,OK
354511,REG_ANS_354511,2,2025,765701009,34,OK
329339,REG_ANS_329339,1,2025,2907671162,62,OK
354511,REG_ANS_354511,3,2025,864269526,52,OK
303356,REG_ANS_303356,3,2025,5462341091,94,OK
303356,REG_ANS_303356,2,2025,4700087828,28,OK
303356,REG_ANS_303356,1,2025,5032209893,56,OK
329339,REG_ANS_329339,2,2025,2854444659,72,OK
329339,REG_ANS_329339,3,2025,2898059882,42,OK
335215,REG_ANS_335215,1,2025,883154652,98,OK
419851,REG_ANS_419851,1,2025,52820979,82,OK
423742,REG_ANS_423742,1,2025,300949,60,OK
419851,REG_ANS_419851,2,2025,69618493,86,OK
335215,REG_ANS_335215,3,2025,1023878420,72,OK
346870,REG_ANS_346870,1,2025,84177815,42,OK
335215,REG_ANS_335215,2,2025,1079295864,94,OK
419851,REG_ANS_419851,3,2025,65541294,12,OK
418129,REG_ANS_418129,3,2025,64542639,78,OK
418129,REG_ANS_418129,2,2025,57714309,94,OK
418129,REG_ANS_418129,1,2025,48809508,58,OK
414654,REG_ANS_414654,3,2025,193141237,62,OK
414654,REG_ANS_414654,2,2025,181820610,76,OK
414654,REG_ANS_414654,1,2025,191463420,76,OK
354511,REG_ANS_354511,1,2025,807789389,58,OK
418731,REG_ANS_418731,3,2025,395626014,16,OK
418731,REG_ANS_418731,2,2025,379375038,90,OK
418731,REG_ANS_418731,1,2025,328462635,86,OK
323055,REG_ANS_323055,3,2025,390840088,74,OK
421375,REG_ANS_421375,1,2025,651785,42,OK
421944,REG_ANS_421944,3,2025,373932063,94,OK
000515,REG_ANS_000515,1,2025,561790128,74,OK
421375,REG_ANS_421375,2,2025,519741,06,OK
421944,REG_ANS_421944,1,2025,340547852,96,OK
000515,REG_ANS_000515,2,2025,267173940,86,OK
323055,REG_ANS_323055,2,2025,406436990,60,OK
421375,REG_ANS_421375,3,2025,644440,06,OK
323055,REG_ANS_323055,1,2025,422599927,28,OK
421944,REG_ANS_421944,2,2025,442486587,66,OK
413721,REG_ANS_413721,3,2025,200062264,80,OK
000515,REG_ANS_000515,3,2025,3145734440,32,OK
413721,REG_ANS_413721,2,2025,179142497,88,OK
413721,REG_ANS_413721,1,2025,171564739,66,OK
343056,REG_ANS_343056,1,2025,45520965,32,OK
418986,REG_ANS_418986,3,2025,145926750,94,OK
415774,REG_ANS_415774,1,2025,961015616,74,OK
415774,REG_ANS_415774,2,2025,933895600,74,OK
343056,REG_ANS_343056,2,2025,42966900,62,OK
343056,REG_ANS_343056,3,2025,43474583,04,OK
415774,REG_ANS_415774,3,2025,947537819,86,OK
418986,REG_ANS_418986,2,2025,89773731,60,OK
418986,REG_ANS_418986,1,2025,109097434,54,OK
423882,REG_ANS_423882,2,2025,18705,12,OK
417424,REG_ANS_417424,3,2025,496554974,74,OK
423882,REG_ANS_423882,3,2025,207432,48,OK
422380,REG_ANS_422380,2,2025,93647904,84,OK
317896,REG_ANS_317896,3,2025,279382409,62,OK
317896,REG_ANS_317896,2,2025,250110654,66,OK
317896,REG_ANS_317896,1,2025,280672942,98,OK
417424,REG_ANS_417424,2,2025,605807562,86,OK
417424,REG_ANS_417424,1,2025,629661431,44,OK
424145,REG_ANS_424145,3,2025,1008268,10,OK
343331,REG_ANS_343331,3,2025,479468351,72,OK
353264,REG_ANS_353264,1,2025,523832266,02,OK
343331,REG_ANS_343331,2,2025,496141403,08,OK
343331,REG_ANS_343331,1,2025,458991400,00,OK
424145,REG_ANS_424145,1,2025,949636,66,OK
353264,REG_ANS_353264,2,2025,400315219,86,OK
424145,REG_ANS_424145,2,2025,674276,52,OK
353264,REG_ANS_353264,3,2025,422321821,50,OK
316903,REG_ANS_316903,3,2025,8788997,04,OK
323926,REG_ANS_323926,2,2025,750976773,94,OK
323357,REG_ANS_323357,1,2025,581139282,14,OK
323926,REG_ANS_323926,3,2025,672495876,32,OK
323357,REG_ANS_323357,2,2025,608006701,04,OK
323926,REG_ANS_323926,1,2025,647348806,16,OK
323357,REG_ANS_323357,3,2025,674451282,52,OK
316903,REG_ANS_316903,1,2025,8382419,28,OK
316903,REG_ANS_316903,2,2025,32346101,84,OK
348520,REG_ANS_348520,1,2025,9265508581,78,OK
348520,REG_ANS_348520,2,2025,8211839318,06,OK
327689,REG_ANS_327689,1,2025,6130213757,54,OK
348520,REG_ANS_348520,3,2025,7872581907,54,OK
327689,REG_ANS_327689,3,2025,6519221567,40,OK
327689,REG_ANS_327689,2,2025,6566904528,52,OK
305421,REG_ANS_305421,1,2025,51537585,58,OK
415065,REG_ANS_415065,2,2025,285908803,54,OK
415065,REG_ANS_415065,3,2025,285539553,36,OK
415065,REG_ANS_415065,1,2025,232444544,76,OK
305421,REG_ANS_305421,3,2025,41048140,54,OK
305421,REG_ANS_305421,2,2025,40853346,10,OK
331317,REG_ANS_331317,1,2025,2122596849,86,OK
331317,REG_ANS_331317,2,2025,2179942747,42,OK
315796,REG_ANS_315796,2,2025,3438367903,52,OK
315796,REG_ANS_315796,3,2025,3466879125,64,OK
331317,REG_ANS_331317,3,2025,2549840205,82,OK
315796,REG_ANS_315796,1,2025,3185737640,50,OK
321125,REG_ANS_321125,1,2025,139895070,88,OK
321125,REG_ANS_321125,2,2025,145646263,76,OK
321125,REG_ANS_321125,3,2025,153548439,40,OK
347108,REG_ANS_347108,1,2025,375838299,46,OK
419249,REG_ANS_419249,2,2025,2634324792,76,OK
322831,REG_ANS_322831,2,2025,711503074,92,OK
419249,REG_ANS_419249,3,2025,2768236774,48,OK
322831,REG_ANS_322831,3,2025,635263130,08,OK
419249,REG_ANS_419249,1,2025,2520784108,86,OK
342131,REG_ANS_342131,1,2025,424944677,98,OK
342131,REG_ANS_342131,2,2025,512889035,02,OK
342131,REG_ANS_342131,3,2025,496260697,00,OK
364584,REG_ANS_364584,3,2025,4011498847,58,OK
379280,REG_ANS_379280,1,2025,1173454103,62,OK
379280,REG_ANS_379280,2,2025,1337067673,18,OK
341819,REG_ANS_341819,3,2025,12927104,22,OK
379280,REG_ANS_379280,3,2025,1246274715,20,OK
341819,REG_ANS_341819,1,2025,21066364,46,OK
341819,REG_ANS_341819,2,2025,10308589,04,OK
364584,REG_ANS_364584,1,2025,3576158825,38,OK
364584,REG_ANS_364584,2,2025,3742078141,80,OK
322831,REG_ANS_322831,1,2025,726684372,04,OK
347108,REG_ANS_347108,2,2025,450555848,38,OK
347108,REG_ANS_347108,3,2025,445364988,24,OK
318566,REG_ANS_318566,2,2025,1015066986,24,OK
318566,REG_ANS_318566,3,2025,1037243712,88,OK
350494,REG_ANS_350494,2,2025,730308243,96,OK
350494,REG_ANS_350494,3,2025,790898530,88,OK
350494,REG_ANS_350494,1,2025,729647701,92,OK
318566,REG_ANS_318566,1,2025,923266949,12,OK
315494,REG_ANS_315494,2,2025,311713975,92,OK
315494,REG_ANS_315494,1,2025,329952495,30,OK
300713,REG_ANS_300713,3,2025,831617100,22,OK
300713,REG_ANS_300713,1,2025,817632725,64,OK
300713,REG_ANS_300713,2,2025,758332521,18,OK
315494,REG_ANS_315494,3,2025,290760282,74,OK
420123,REG_ANS_420123,3,2025,51361221,56,OK
419257,REG_ANS_419257,1,2025,75490246,32,OK
419257,REG_ANS_419257,2,2025,65977834,38,OK
417289,REG_ANS_417289,2,2025,1425608223,78,OK
419257,REG_ANS_419257,3,2025,65847728,20,OK
417289,REG_ANS_417289,3,2025,1474587498,68,OK
420123,REG_ANS_420123,1,2025,51216600,00,OK
417289,REG_ANS_417289,1,2025,1486364686,26,OK
420123,REG_ANS_420123,2,2025,59697470,48,OK
424609,REG_ANS_424609,3,2025,3541,60,OK
304531,REG_ANS_304531,1,2025,83768674,88,OK
304531,REG_ANS_304531,2,2025,93039433,02,OK
304531,REG_ANS_304531,3,2025,109935775,00,OK
345598,REG_ANS_345598,3,2025,1575506070,32,OK
345598,REG_ANS_345598,1,2025,1605590128,60,OK
345598,REG_ANS_345598,2,2025,1493479710,68,OK
356581,REG_ANS_356581,1,2025,499774246,26,OK
410608,REG_ANS_410608,1,2025,124241997,52,OK
356581,REG_ANS_356581,2,2025,492658835,64,OK
416584,REG_ANS_416584,1,2025,258480525,28,OK
356581,REG_ANS_356581,3,2025,513872313,06,OK
416584,REG_ANS_416584,2,2025,228391741,84,OK
416584,REG_ANS_416584,3,2025,235004743,68,OK
422754,REG_ANS_422754,1,2025,227397153,14,OK
422754,REG_ANS_422754,2,2025,226641017,94,OK
410608,REG_ANS_410608,2,2025,85030495,12,OK
422754,REG_ANS_422754,3,2025,19426608,36,OK
410608,REG_ANS_410608,3,2025,89944459,30,OK
367095,REG_ANS_367095,1,2025,2232575407,88,OK
367095,REG_ANS_367095,2,2025,2455058500,90,OK
367095,REG_ANS_367095,3,2025,2299224589,88,OK
418030,REG_ANS_418030,3,2025,26036361,34,OK
348261,REG_ANS_348261,3,2025,656467871,98,OK
418030,REG_ANS_418030,2,2025,47390768,34,OK
348261,REG_ANS_348261,2,2025,630960969,06,OK
418030,REG_ANS_418030,1,2025,19540203,88,OK
348261,REG_ANS_348261,1,2025,560223256,56,OK
423777,REG_ANS_423777,3,2025,9006411,44,OK
423777,REG_ANS_423777,1,2025,5230221,44,OK
423777,REG_ANS_423777,2,2025,3430369,32,OK
352179,REG_ANS_352179,1,2025,706100913,24,OK
352179,REG_ANS_352179,2,2025,775777179,24,OK
420999,REG_ANS_420999,1,2025,215421738,20,OK
352179,REG_ANS_352179,3,2025,717931540,70,OK
357715,REG_ANS_357715,2,2025,283374668,74,OK
417050,REG_ANS_417050,3,2025,212032930,56,OK
357715,REG_ANS_357715,1,2025,251385639,68,OK
417050,REG_ANS_417050,2,2025,155899058,08,OK
417050,REG_ANS_417050,1,2025,269701578,58,OK
357715,REG_ANS_357715,3,2025,275284598,80,OK
369292,REG_ANS_369292,1,2025,2309556346,62,OK
369292,REG_ANS_369292,3,2025,2441197182,04,OK
369292,REG_ANS_369292,2,2025,2293341302,20,OK
423335,REG_ANS_423335,3,2025,449820487,36,OK
321958,REG_ANS_321958,1,2025,2104173040,22,OK
321958,REG_ANS_321958,2,2025,2160480848,38,OK
423335,REG_ANS_423335,1,2025,401212669,22,OK
321958,REG_ANS_321958,3,2025,2116780387,84,OK
423335,REG_ANS_423335,2,2025,506008982,50,OK
423041,REG_ANS_423041,3,2025,24302791,80,OK
423041,REG_ANS_423041,2,2025,17899870,66,OK
423041,REG_ANS_423041,1,2025,24534428,92,OK
364070,REG_ANS_364070,2,2025,231684911,30,OK
347795,REG_ANS_347795,3,2025,69429857,16,OK
364070,REG_ANS_364070,1,2025,242892379,90,OK
347795,REG_ANS_347795,2,2025,67154576,12,OK
347795,REG_ANS_347795,1,2025,68825577,92,OK
350648,REG_ANS_350648,3,2025,300583257,52,OK
364070,REG_ANS_364070,3,2025,237828068,90,OK
371629,REG_ANS_371629,3,2025,1286272609,34,OK
350648,REG_ANS_350648,1,2025,291548666,84,OK
423629,REG_ANS_423629,1,2025,267015222,22,OK
350648,REG_ANS_350648,2,2025,288499522,10,OK
423629,REG_ANS_423629,2,2025,167677707,22,OK
423629,REG_ANS_423629,3,2025,196547314,86,OK
314099,REG_ANS_314099,3,2025,1305971482,68,OK
371629,REG_ANS_371629,1,2025,1220668696,84,OK
314099,REG_ANS_314099,2,2025,1284536361,40,OK
314099,REG_ANS_314099,1,2025,1278167636,38,OK
371629,REG_ANS_371629,2,2025,1429231751,76,OK
321320,REG_ANS_321320,3,2025,155896638,92,OK
321320,REG_ANS_321320,2,2025,166391217,86,OK
424439,REG_ANS_424439,2,2025,355796,48,OK
418803,REG_ANS_418803,2,2025,568007411,46,OK
418803,REG_ANS_418803,1,2025,566090119,76,OK
418803,REG_ANS_418803,3,2025,594781738,90,OK
321320,REG_ANS_321320,1,2025,160441461,16,OK
371564,REG_ANS_371564,3,2025,274971487,20,OK
371564,REG_ANS_371564,1,2025,244030924,18,OK
371564,REG_ANS_371564,2,2025,231329568,22,OK
345318,REG_ANS_345318,1,2025,148831220,00,OK
345318,REG_ANS_345318,2,2025,143670216,88,OK
345318,REG_ANS_345318,3,2025,148967140,28,OK
424439,REG_ANS_424439,3,2025,440187,52,OK
408794,REG_ANS_408794,3,2025,165636557,96,OK
408794,REG_ANS_408794,2,2025,215207202,54,OK
408794,REG_ANS_408794,1,2025,155683141,18,OK
413267,REG_ANS_413267,1,2025,53936471,92,OK
413267,REG_ANS_413267,2,2025,8554262,56,OK
413267,REG_ANS_413267,3,2025,12023011,32,OK
421928,REG_ANS_421928,1,2025,5773316706,64,OK
421928,REG_ANS_421928,2,2025,3574755926,66,OK
418552,REG_ANS_418552,1,2025,1127901781,34,OK
421634,REG_ANS_421634,2,2025,72570536,16,OK
361941,REG_ANS_361941,3,2025,701067789,72,OK
421928,REG_ANS_421928,3,2025,4256952090,50,OK
421634,REG_ANS_421634,1,2025,63500720,46,OK
333875,REG_ANS_333875,1,2025,2204079810,78,OK
361941,REG_ANS_361941,1,2025,743757767,58,OK
310522,REG_ANS_310522,2,2025,1288219350,08,OK
361941,REG_ANS_361941,2,2025,703490825,62,OK
